show_id,release_year,date_added
"s874","2021","May 15, 2021"
"s875","2021","May 15, 2021"
"s876","2020","May 15, 2021"
"s877","2021","May 14, 2021"
"s878","2021","May 14, 2021"
"s879","2021","May 14, 2021"
"s880","2021","May 14, 2021"
"s881","2021","May 14, 2021"
"s882","2021","May 14, 2021"
"s883","2021","May 14, 2021"
"s884","2021","May 14, 2021"
"s885","2021","May 14, 2021"
"s886","2018","May 14, 2021"
"s887","2020","May 14, 2021"
"s888","2020","May 14, 2021"
"s889","2021","May 14, 2021"
"s890","2021","May 14, 2021"
"s891","2021","May 13, 2021"
"s892","2004","May 13, 2021"
"s893","2018","May 13, 2021"
"s894","2020","May 13, 2021"
"s895","2021","May 12, 2021"
"s896","2021","May 12, 2021"
"s897","2021","May 12, 2021"
"s898","2021","May 12, 2021"
"s899","2020","May 11, 2021"
"s900","2020","May 11, 2021"
"s901","2021","May 11, 2021"
"s902","2019","May 10, 2021"
"s903","2021","May 9, 2021"
"s904","2021","May 9, 2021"
"s905","2017","May 8, 2021"
"s906","2021","May 8, 2021"
"s907","1999","May 7, 2021"
"s908","2020","May 7, 2021"
"s909","2021","May 7, 2021"
"s910","2021","May 7, 2021"
"s911","2021","May 7, 2021"
"s912","2017","May 7, 2021"
"s913","2021","May 7, 2021"
"s914","2020","May 7, 2021"
"s915","2017","May 7, 2021"
"s916","2020","May 6, 2021"
"s917","2013","May 6, 2021"
"s918","2019","May 5, 2021"
"s919","2021","May 5, 2021"
"s920","2021","May 5, 2021"
"s921","2020","May 4, 2021"
"s922","2018","May 4, 2021"
"s923","2018","May 4, 2021"
"s924","2021","May 4, 2021"
"s925","2020","May 1, 2021"
"s926","2010","May 1, 2021"
"s927","2006","May 1, 2021"
"s928","2010","May 1, 2021"
"s929","1989","May 1, 2021"
"s930","2017","May 1, 2021"
"s931","2010","May 1, 2021"
"s932","2005","May 1, 2021"
"s933","2010","May 1, 2021"
"s934","2009","May 1, 2021"
"s935","2018","May 1, 2021"
"s936","2012","May 1, 2021"
"s937","2020","May 1, 2021"
"s938","2017","May 1, 2021"
"s939","2019","May 1, 2021"
"s940","2013","May 1, 2021"
"s941","2014","May 1, 2021"
"s942","2013","May 1, 2021"
"s943","2003","May 1, 2021"
"s944","2008","May 1, 2021"
"s945","2018","May 1, 2021"
"s946","2020","May 1, 2021"
"s947","1994","May 1, 2021"
"s948","2009","May 1, 2021"
"s949","2018","May 1, 2021"
"s950","2011","May 1, 2021"
"s951","2009","May 1, 2021"
"s952","2002","May 1, 2021"
"s953","2000","May 1, 2021"
"s954","2016","May 1, 2021"
"s955","2018","May 1, 2021"
"s956","1992","May 1, 2021"
"s957","2008","May 1, 2021"
"s958","2021","April 30, 2021"
"s959","2019","April 30, 2021"
"s960","2021","April 30, 2021"
"s961","2021","April 30, 2021"
"s962","2021","April 30, 2021"
"s963","2018","April 30, 2021"
"s964","2021","April 30, 2021"
"s965","2021","April 29, 2021"
"s966","2021","April 29, 2021"
"s967","2021","April 28, 2021"
"s968","2021","April 28, 2021"
"s969","2021","April 28, 2021"
"s970","2014","April 27, 2021"
"s971","2011","April 27, 2021"
"s972","2018","April 27, 2021"
"s973","2021","April 27, 2021"
"s974","2020","April 27, 2021"
"s975","2019","April 24, 2021"
"s976","2021","April 24, 2021"
"s977","2017","April 23, 2021"
"s978","2016","April 23, 2021"
"s979","2014","April 23, 2021"
"s980","2013","April 23, 2021"
"s981","2015","April 23, 2021"
"s982","2004","April 23, 2021"
"s983","2015","April 23, 2021"
"s984","2021","April 23, 2021"
"s985","2015","April 23, 2021"
"s986","2015","April 23, 2021"
"s987","2016","April 23, 2021"
"s988","2019","April 23, 2021"
"s989","2021","April 23, 2021"
"s990","2017","April 23, 2021"
"s991","2015","April 23, 2021"
"s992","2020","April 23, 2021"
"s993","2020","April 23, 2021"
"s994","2021","April 23, 2021"
"s995","2020","April 23, 2021"
"s996","2001","April 23, 2021"
"s997","2021","April 22, 2021"
"s998","2021","April 22, 2021"
"s999","2021","April 22, 2021"
"s1000","2021","April 22, 2021"
"s1001","2020","April 22, 2021"
"s1002","2015","April 21, 2021"
"s1003","2021","April 21, 2021"
"s1004","2021","April 21, 2021"
"s1005","2021","April 20, 2021"
"s1006","2013","April 20, 2021"
"s1007","2018","April 20, 2021"
"s1008","2017","April 20, 2021"
"s1009","2019","April 20, 2021"
"s1010","2020","April 20, 2021"
"s1011","2019","April 20, 2021"
"s1012","2014","April 19, 2021"
"s1013","2021","April 19, 2021"
"s1014","2016","April 19, 2021"
"s1015","2019","April 19, 2021"
"s1016","1992","April 17, 2021"
"s1017","2011","April 17, 2021"
"s1018","2010","April 17, 2021"
"s1019","2008","April 17, 2021"
"s1020","2001","April 17, 2021"
"s1021","2004","April 17, 2021"
"s1022","2010","April 17, 2021"
"s1023","2007","April 17, 2021"
"s1024","2021","April 16, 2021"
"s1025","2021","April 16, 2021"
"s1026","2021","April 16, 2021"
"s1027","2021","April 16, 2021"
"s1028","2015","April 16, 2021"
"s1029","2021","April 16, 2021"
"s1030","2013","April 16, 2021"
"s1031","2020","April 16, 2021"
"s1032","2020","April 16, 2021"
"s1033","2021","April 16, 2021"
"s1034","2013","April 16, 2021"
"s1035","2020","April 16, 2021"
"s1036","2017","April 16, 2021"
"s1037","2017","April 16, 2021"
"s1038","2021","April 16, 2021"
"s1039","2016","April 15, 2021"
"s1040","2020","April 15, 2021"
"s1041","2016","April 15, 2021"
"s1042","2016","April 15, 2021"
"s1043","2019","April 15, 2021"
"s1044","2006","April 15, 2021"
"s1045","2021","April 15, 2021"
"s1046","2020","April 15, 2021"
"s1047","2019","April 15, 2021"
"s1048","2018","April 15, 2021"
"s1049","2020","April 15, 2021"
"s1050","2019","April 15, 2021"
"s1051","2021","April 15, 2021"
"s1052","2003","April 15, 2021"
"s1053","2012","April 15, 2021"
"s1054","2014","April 15, 2021"
"s1055","2020","April 15, 2021"
"s1056","1981","April 15, 2021"
"s1057","2015","April 14, 2021"
"s1058","2021","April 14, 2021"
"s1059","2021","April 14, 2021"
"s1060","2018","April 14, 2021"
"s1061","2020","April 14, 2021"
"s1062","2020","April 14, 2021"
"s1063","2021","April 14, 2021"
"s1064","2019","April 14, 2021"
"s1065","2016","April 14, 2021"
"s1066","2019","April 14, 2021"
"s1067","2021","April 14, 2021"
"s1068","2020","April 14, 2021"
"s1069","2019","April 14, 2021"
"s1070","2020","April 14, 2021"
"s1071","2021","April 14, 2021"
"s1072","2017","April 13, 2021"
"s1073","2018","April 13, 2021"
"s1074","2018","April 13, 2021"
"s1075","2019","April 13, 2021"
"s1076","2021","April 13, 2021"
"s1077","2018","April 13, 2021"
"s1078","2019","April 13, 2021"
"s1079","2017","April 13, 2021"
"s1080","2020","April 13, 2021"
"s1081","2021","April 12, 2021"
"s1082","2018","April 12, 2021"
"s1083","2021","April 11, 2021"
"s1084","2020","April 10, 2021"
"s1085","2020","April 9, 2021"
"s1086","2021","April 9, 2021"
"s1087","2016","April 9, 2021"
"s1088","2021","April 9, 2021"
"s1089","2021","April 9, 2021"
"s1090","2021","April 9, 2021"
"s1091","2020","April 8, 2021"
"s1092","2021","April 8, 2021"
"s1093","2021","April 7, 2021"
"s1094","2021","April 7, 2021"
"s1095","2021","April 7, 2021"
"s1096","2021","April 7, 2021"
"s1097","2021","April 6, 2021"
"s1098","2020","April 5, 2021"
"s1099","2021","April 5, 2021"
"s1100","2020","April 4, 2021"
"s1101","2020","April 4, 2021"
"s1102","2013","April 3, 2021"
"s1103","2006","April 2, 2021"
"s1104","2018","April 2, 2021"
"s1105","2012","April 2, 2021"
"s1106","2021","April 2, 2021"
"s1107","2019","April 2, 2021"
"s1108","2018","April 2, 2021"
"s1109","2021","April 2, 2021"
"s1110","2021","April 2, 2021"
"s1111","2021","April 2, 2021"
"s1112","2008","April 2, 2021"
"s1113","2017","April 2, 2021"
"s1114","2009","April 1, 2021"
"s1115","2009","April 1, 2021"
"s1116","2012","April 1, 2021"
"s1117","2020","April 1, 2021"
"s1118","2019","April 1, 2021"
"s1119","2010","April 1, 2021"
"s1120","2015","April 1, 2021"
"s1121","2016","April 1, 2021"
"s1122","2001","April 1, 2021"
"s1123","2020","April 1, 2021"
"s1124","2021","April 1, 2021"
"s1125","1996","April 1, 2021"
"s1126","2017","April 1, 2021"
"s1127","1964","April 1, 2021"
"s1128","2021","April 1, 2021"
"s1129","2017","April 1, 2021"
"s1130","2016","April 1, 2021"
"s1131","2017","April 1, 2021"
"s1132","2017","April 1, 2021"
"s1133","2017","April 1, 2021"
"s1134","2016","April 1, 2021"
"s1135","2017","April 1, 2021"
"s1136","2010","April 1, 2021"
"s1137","2021","April 1, 2021"
"s1138","2019","April 1, 2021"
"s1139","2002","April 1, 2021"
"s1140","2009","April 1, 2021"
"s1141","1999","April 1, 2021"
"s1142","2016","April 1, 2021"
"s1143","2017","April 1, 2021"
"s1144","2021","April 1, 2021"
"s1145","2008","April 1, 2021"
"s1146","2018","March 31, 2021"
"s1147","2021","March 31, 2021"
"s1148","2020","March 31, 2021"
"s1149","2015","March 31, 2021"
"s1150","2005","March 31, 2021"
"s1151","2021","March 30, 2021"
"s1152","2021","March 30, 2021"
"s1153","2020","March 30, 2021"
"s1154","2013","March 29, 2021"
"s1155","2012","March 28, 2021"
"s1156","2021","March 28, 2021"
"s1157","2021","March 26, 2021"
"s1158","2021","March 26, 2021"
"s1159","2013","March 26, 2021"
"s1160","2018","March 26, 2021"
"s1161","1998","March 26, 2021"
"s1162","2020","March 26, 2021"
"s1163","2020","March 26, 2021"
"s1164","2021","March 26, 2021"
"s1165","2020","March 26, 2021"
"s1166","2021","March 26, 2021"
"s1167","2021","March 26, 2021"
"s1168","2021","March 25, 2021"
"s1169","2021","March 25, 2021"
"s1170","2021","March 25, 2021"
"s1171","2021","March 25, 2021"
"s1172","2021","March 24, 2021"
"s1173","2021","March 23, 2021"
"s1174","2021","March 23, 2021"
"s1175","2021","March 23, 2021"
"s1176","2013","March 22, 2021"
"s1177","2020","March 20, 2021"
"s1178","2020","March 20, 2021"
"s1179","2020","March 20, 2021"
"s1180","2010","March 20, 2021"
"s1181","2021","March 19, 2021"
"s1182","2021","March 19, 2021"
"s1183","2021","March 19, 2021"
"s1184","2020","March 19, 2021"
"s1185","2021","March 19, 2021"
"s1186","2020","March 19, 2021"
"s1187","2021","March 18, 2021"
"s1188","2021","March 18, 2021"
"s1189","2021","March 18, 2021"
"s1190","2021","March 18, 2021"
"s1191","2020","March 18, 2021"
"s1192","2014","March 18, 2021"
"s1193","2020","March 18, 2021"
"s1194","2020","March 18, 2021"
"s1195","2017","March 17, 2021"
"s1196","2021","March 17, 2021"
"s1197","2021","March 17, 2021"
"s1198","2014","March 16, 2021"
"s1199","2021","March 16, 2021"
"s1200","2012","March 16, 2021"
"s1201","2021","March 16, 2021"
"s1202","2021","March 15, 2021"
"s1203","2021","March 15, 2021"
"s1204","2016","March 15, 2021"
"s1205","2020","March 15, 2021"
"s1206","2021","March 15, 2021"
"s1207","2021","March 15, 2021"
"s1208","2020","March 14, 2021"
"s1209","2015","March 12, 2021"
"s1210","2020","March 12, 2021"
"s1211","2021","March 12, 2021"
"s1212","2015","March 12, 2021"
"s1213","2021","March 12, 2021"
"s1214","2021","March 12, 2021"
"s1215","2020","March 12, 2021"
"s1216","2010","March 12, 2021"
"s1217","2013","March 12, 2021"
"s1218","2021","March 12, 2021"
"s1219","2021","March 12, 2021"
"s1220","2016","March 12, 2021"
"s1221","2021","March 11, 2021"
"s1222","2020","March 11, 2021"
"s1223","2020","March 11, 2021"
"s1224","2021","March 10, 2021"
"s1225","2021","March 10, 2021"
"s1226","2021","March 10, 2021"
"s1227","2021","March 9, 2021"
"s1228","2021","March 8, 2021"
"s1229","2021","March 8, 2021"
"s1230","2015","March 6, 2021"
"s1231","2021","March 5, 2021"
"s1232","2021","March 5, 2021"
"s1233","2021","March 5, 2021"
"s1234","2020","March 5, 2021"
"s1235","2021","March 5, 2021"
"s1236","2021","March 5, 2021"
"s1237","2021","March 5, 2021"
"s1238","2020","March 4, 2021"
"s1239","2021","March 4, 2021"
"s1240","2013","March 4, 2021"
"s1241","2013","March 4, 2021"
"s1242","2021","March 3, 2021"
"s1243","2021","March 3, 2021"
"s1244","2014","March 2, 2021"
"s1245","2020","March 2, 2021"
"s1246","2021","March 2, 2021"
"s1247","2019","March 1, 2021"
"s1248","2009","March 1, 2021"
"s1249","2021","March 1, 2021"
"s1250","2021","March 1, 2021"
"s1251","2021","March 1, 2021"
"s1252","1990","March 1, 2021"
"s1253","2018","March 1, 2021"
"s1254","2019","March 1, 2021"
"s1255","1988","March 1, 2021"
"s1256","2011","March 1, 2021"
"s1257","2006","March 1, 2021"
"s1258","2011","February 28, 2021"
"s1259","2021","February 26, 2021"
"s1260","2016","February 26, 2021"
"s1261","2021","February 26, 2021"
"s1262","2006","February 26, 2021"
"s1263","2021","February 26, 2021"
"s1264","2015","February 26, 2021"
"s1265","2011","February 26, 2021"
"s1266","2021","February 26, 2021"
"s1267","2008","February 26, 2021"
"s1268","2014","February 26, 2021"
"s1269","2019","February 25, 2021"
"s1270","2021","February 25, 2021"
"s1271","2018","February 25, 2021"
"s1272","2018","February 25, 2021"
"s1273","2021","February 24, 2021"
"s1274","2020","February 24, 2021"
"s1275","2021","February 24, 2021"
"s1276","2021","February 24, 2021"
"s1277","2019","February 24, 2021"
"s1278","2021","February 24, 2021"
"s1279","2021","February 23, 2021"
"s1280","2020","February 23, 2021"
"s1281","2021","February 23, 2021"
"s1282","2021","February 23, 2021"
"s1283","2020","February 22, 2021"
"s1284","2013","February 21, 2021"
"s1285","2016","February 21, 2021"
"s1286","2021","February 21, 2021"
"s1287","2020","February 20, 2021"
"s1288","2021","February 20, 2021"
"s1289","2018","February 20, 2021"
"s1290","2020","February 20, 2021"
"s1291","2021","February 19, 2021"
"s1292","2020","February 19, 2021"
"s1293","2017","February 19, 2021"
"s1294","2021","February 19, 2021"
"s1295","2021","February 19, 2021"
"s1296","2019","February 18, 2021"
"s1297","2021","February 18, 2021"
"s1298","2018","February 18, 2021"
"s1299","2021","February 18, 2021"
"s1300","2021","February 18, 2021"
"s1301","2021","February 17, 2021"
"s1302","2021","February 17, 2021"
"s1303","2021","February 17, 2021"
"s1304","2018","February 17, 2021"
"s1305","2021","February 16, 2021"
"s1306","2002","February 16, 2021"
"s1307","2020","February 16, 2021"
"s1308","2017","February 16, 2021"
"s1309","2021","February 15, 2021"
"s1310","2018","February 15, 2021"
"s1311","2021","February 15, 2021"
"s1312","2021","February 14, 2021"
"s1313","2020","February 13, 2021"
"s1314","2021","February 12, 2021"
"s1315","2005","February 12, 2021"
"s1316","2021","February 12, 2021"
"s1317","2019","February 12, 2021"
"s1318","2021","February 12, 2021"
"s1319","2021","February 12, 2021"
"s1320","2021","February 12, 2021"
"s1321","2019","February 11, 2021"
"s1322","2016","February 11, 2021"
"s1323","2018","February 11, 2021"
"s1324","2020","February 11, 2021"
"s1325","2012","February 11, 2021"
"s1326","2021","February 11, 2021"
"s1327","2021","February 11, 2021"
"s1328","2008","February 11, 2021"
"s1329","2021","February 10, 2021"
"s1330","2021","February 10, 2021"
"s1331","2019","February 10, 2021"
"s1332","1945","February 9, 2021"
"s1333","2008","February 8, 2021"
"s1334","2016","February 8, 2021"
"s1335","2020","February 7, 2021"
"s1336","2020","February 6, 2021"
"s1337","2017","February 5, 2021"
"s1338","2017","February 5, 2021"
"s1339","2021","February 5, 2021"
"s1340","2021","February 5, 2021"
"s1341","2020","February 5, 2021"
"s1342","2021","February 5, 2021"
"s1343","2021","February 5, 2021"
"s1344","2021","February 5, 2021"
"s1345","2020","February 5, 2021"
"s1346","2021","February 5, 2021"
"s1347","2020","February 3, 2021"
"s1348","2020","February 3, 2021"
"s1349","2021","February 3, 2021"
"s1350","2012","February 3, 2021"
"s1351","2018","February 3, 2021"
"s1352","2020","February 2, 2021"
"s1353","2021","February 2, 2021"
"s1354","1997","February 1, 2021"
"s1355","2019","February 1, 2021"
"s1356","2018","February 1, 2021"
"s1357","2018","February 1, 2021"
"s1358","2019","February 1, 2021"
"s1359","2010","February 1, 2021"
"s1360","2008","February 1, 2021"
"s1361","2020","February 1, 2021"
"s1362","2019","February 1, 2021"
"s1363","2015","February 1, 2021"
"s1364","2019","February 1, 2021"
"s1365","2005","February 1, 2021"
"s1366","2019","February 1, 2021"
"s1367","2020","January 31, 2021"
"s1368","2018","January 31, 2021"
"s1369","2021","January 29, 2021"
"s1370","2021","January 29, 2021"
"s1371","2021","January 29, 2021"
"s1372","2021","January 29, 2021"
"s1373","2021","January 28, 2021"
"s1374","2021","January 27, 2021"
"s1375","2021","January 27, 2021"
"s1376","2021","January 27, 2021"
"s1377","2020","January 27, 2021"
"s1378","2018","January 27, 2021"
"s1379","2021","January 27, 2021"
"s1380","2018","January 26, 2021"
"s1381","2021","January 26, 2021"
"s1382","2019","January 26, 2021"
"s1383","2019","January 26, 2021"
"s1384","2021","January 22, 2021"
"s1385","2021","January 22, 2021"
"s1386","2019","January 22, 2021"
"s1387","2020","January 22, 2021"
"s1388","2010","January 22, 2021"
"s1389","2021","January 22, 2021"
"s1390","2020","January 21, 2021"
"s1391","2020","January 21, 2021"
"s1392","2020","January 20, 2021"
"s1393","2021","January 20, 2021"
"s1394","2020","January 20, 2021"
"s1395","2021","January 20, 2021"
"s1396","2021","January 19, 2021"
"s1397","2013","January 18, 2021"
"s1398","2016","January 16, 2021"
"s1399","2020","January 16, 2021"
"s1400","2018","January 16, 2021"
"s1401","2021","January 15, 2021"
"s1402","2021","January 15, 2021"
"s1403","2021","January 15, 2021"
"s1404","2020","January 15, 2021"
"s1405","2016","January 15, 2021"
"s1406","2021","January 15, 2021"
"s1407","2014","January 15, 2021"
"s1408","2019","January 15, 2021"
"s1409","2020","January 15, 2021"
"s1410","2020","January 15, 2021"
"s1411","2021","January 15, 2021"
"s1412","2021","January 15, 2021"
"s1413","2021","January 15, 2021"
"s1414","2011","January 14, 2021"
"s1415","2020","January 14, 2021"
"s1416","2017","January 13, 2021"
"s1417","2021","January 13, 2021"
"s1418","2019","January 12, 2021"
"s1419","2021","January 12, 2021"
"s1420","2020","January 12, 2021"
"s1421","2021","January 11, 2021"
"s1422","2011","January 11, 2021"
"s1423","2005","January 8, 2021"
"s1424","2005","January 8, 2021"
"s1425","2021","January 8, 2021"
"s1426","2021","January 8, 2021"
"s1427","2003","January 8, 2021"
"s1428","2021","January 8, 2021"
"s1429","2018","January 8, 2021"
"s1430","2021","January 8, 2021"
"s1431","2021","January 8, 2021"
"s1432","2021","January 8, 2021"
"s1433","2021","January 8, 2021"
"s1434","2020","January 7, 2021"
"s1435","2016","January 7, 2021"
"s1436","2020","January 7, 2021"
"s1437","2021","January 6, 2021"
"s1438","2021","January 6, 2021"
"s1439","2020","January 6, 2021"
"s1440","2021","January 5, 2021"
"s1441","2021","January 5, 2021"
"s1442","1999","January 4, 2021"
"s1443","2020","January 4, 2021"
"s1444","2019","January 4, 2021"
"s1445","2012","January 3, 2021"
"s1446","2020","January 2, 2021"
"s1447","2014","January 1, 2021"
"s1448","2009","January 1, 2021"
"s1449","2021","January 1, 2021"
"s1450","2021","January 1, 2021"
"s1451","1987","January 1, 2021"
"s1452","2020","January 1, 2021"
"s1453","2013","January 1, 2021"
"s1454","1997","January 1, 2021"
"s1455","2009","January 1, 2021"
"s1456","2021","January 1, 2021"
"s1457","2007","January 1, 2021"
"s1458","2017","January 1, 2021"
"s1459","2017","January 1, 2021"
"s1460","2011","January 1, 2021"
"s1461","2021","January 1, 2021"
"s1462","1988","January 1, 2021"
"s1463","2020","January 1, 2021"
"s1464","2014","January 1, 2021"
"s1465","2019","January 1, 2021"
"s1466","2013","January 1, 2021"
"s1467","2021","January 1, 2021"
"s1468","2011","January 1, 2021"
"s1469","2021","January 1, 2021"
"s1470","1993","January 1, 2021"
"s1471","2017","December 31, 2020"
"s1472","2020","December 31, 2020"
"s1473","2014","December 31, 2020"
"s1474","2020","December 31, 2020"
"s1475","2020","December 31, 2020"
"s1476","2019","December 31, 2020"
"s1477","2020","December 30, 2020"
"s1478","2019","December 30, 2020"
"s1479","2020","December 30, 2020"
"s1480","2020","December 30, 2020"
"s1481","2018","December 30, 2020"
"s1482","2020","December 30, 2020"
"s1483","2020","December 30, 2020"
"s1484","2020","December 28, 2020"
"s1485","2020","December 28, 2020"
"s1486","2011","December 28, 2020"
"s1487","2020","December 27, 2020"
"s1488","2019","December 27, 2020"
"s1489","2020","December 26, 2020"
"s1490","2020","December 26, 2020"
"s1491","2020","December 26, 2020"
"s1492","2020","December 25, 2020"
"s1493","2020","December 25, 2020"
"s1494","2019","December 25, 2020"
"s1495","2020","December 25, 2020"
"s1496","2019","December 24, 2020"
"s1497","2018","December 24, 2020"
"s1498","2019","December 24, 2020"
"s1499","2012","December 23, 2020"
"s1500","2020","December 23, 2020"
"s1501","2020","December 23, 2020"
"s1502","2020","December 22, 2020"
"s1503","2020","December 22, 2020"
"s1504","2020","December 22, 2020"
"s1505","2020","December 22, 2020"
"s1506","2020","December 22, 2020"
"s1507","2016","December 22, 2020"
"s1508","2020","December 22, 2020"
"s1509","2010","December 22, 2020"
"s1510","2020","December 21, 2020"
"s1511","2018","December 21, 2020"
"s1512","2019","December 20, 2020"
"s1513","2020","December 20, 2020"
"s1514","2012","December 19, 2020"
"s1515","2019","December 18, 2020"
"s1516","2020","December 18, 2020"
"s1517","2020","December 18, 2020"
"s1518","2020","December 18, 2020"
"s1519","2020","December 18, 2020"
"s1520","2006","December 18, 2020"
"s1521","2020","December 18, 2020"
"s1522","2004","December 18, 2020"
"s1523","2009","December 18, 2020"
"s1524","2020","December 17, 2020"
"s1525","2018","December 17, 2020"
"s1526","2019","December 17, 2020"
"s1527","2017","December 17, 2020"
"s1528","2020","December 17, 2020"
"s1529","2020","December 17, 2020"
"s1530","2019","December 17, 2020"
"s1531","2020","December 17, 2020"
"s1532","2019","December 17, 2020"
"s1533","2020","December 16, 2020"
"s1534","2020","December 16, 2020"
"s1535","2012","December 16, 2020"
"s1536","2020","December 16, 2020"
"s1537","2016","December 16, 2020"
"s1538","2013","December 16, 2020"
"s1539","2011","December 16, 2020"
"s1540","2011","December 16, 2020"
"s1541","2016","December 16, 2020"
"s1542","2020","December 16, 2020"
"s1543","2020","December 16, 2020"
"s1544","2014","December 15, 2020"
"s1545","2018","December 15, 2020"
"s1546","2020","December 15, 2020"
"s1547","2020","December 15, 2020"
"s1548","2011","December 15, 2020"
"s1549","2006","December 15, 2020"
"s1550","2019","December 15, 2020"
"s1551","2020","December 14, 2020"
"s1552","2021","December 14, 2020"
"s1553","2020","December 14, 2020"
"s1554","2020","December 13, 2020"
"s1555","2020","December 12, 2020"
"s1556","2018","December 12, 2020"
"s1557","2020","December 11, 2020"
"s1558","2020","December 11, 2020"
"s1559","2020","December 11, 2020"
"s1560","2020","December 11, 2020"
"s1561","2020","December 11, 2020"
"s1562","2020","December 11, 2020"
"s1563","2020","December 10, 2020"
"s1564","2020","December 10, 2020"
"s1565","2020","December 10, 2020"
"s1566","2016","December 10, 2020"
"s1567","2013","December 10, 2020"
"s1568","2019","December 10, 2020"
"s1569","2019","December 9, 2020"
"s1570","2013","December 9, 2020"
"s1571","2019","December 9, 2020"
"s1572","2020","December 9, 2020"
"s1573","2020","December 9, 2020"
"s1574","2020","December 9, 2020"
"s1575","2020","December 9, 2020"
"s1576","2020","December 8, 2020"
"s1577","2020","December 8, 2020"
"s1578","2020","December 8, 2020"
"s1579","2019","December 8, 2020"
"s1580","2020","December 8, 2020"
"s1581","2020","December 8, 2020"
"s1582","2020","December 8, 2020"
"s1583","2016","December 8, 2020"
"s1584","2018","December 7, 2020"
"s1585","2020","December 7, 2020"
"s1586","2020","December 7, 2020"
"s1587","2020","December 7, 2020"
"s1588","2020","December 5, 2020"
"s1589","2020","December 5, 2020"
"s1590","2020","December 4, 2020"
"s1591","2020","December 4, 2020"
"s1592","2020","December 4, 2020"
"s1593","2020","December 4, 2020"
"s1594","2020","December 4, 2020"
"s1595","2020","December 4, 2020"
"s1596","2020","December 4, 2020"
"s1597","2020","December 4, 2020"
"s1598","2020","December 4, 2020"
"s1599","2019","December 3, 2020"
"s1600","2018","December 3, 2020"
"s1601","2020","December 3, 2020"
"s1602","2020","December 3, 2020"
"s1603","2013","December 3, 2020"
"s1604","2020","December 2, 2020"
"s1605","2020","December 2, 2020"
"s1606","2020","December 2, 2020"
"s1607","2020","December 2, 2020"
"s1608","2020","December 2, 2020"
"s1609","2014","December 1, 2020"
"s1610","2020","December 1, 2020"
"s1611","2009","December 1, 2020"
"s1612","2014","December 1, 2020"
"s1613","2014","December 1, 2020"
"s1614","2014","December 1, 2020"
"s1615","2018","December 1, 2020"
"s1616","2012","December 1, 2020"
"s1617","2006","December 1, 2020"
"s1618","2020","December 1, 2020"
"s1619","2015","December 1, 2020"
"s1620","2017","December 1, 2020"
"s1621","2018","December 1, 2020"
"s1622","1990","December 1, 2020"
"s1623","2006","December 1, 2020"
"s1624","2010","December 1, 2020"
"s1625","2006","December 1, 2020"
"s1626","2018","December 1, 2020"
"s1627","2018","December 1, 2020"
"s1628","2020","December 1, 2020"
"s1629","2018","December 1, 2020"
"s1630","2020","December 1, 2020"
"s1631","2020","November 30, 2020"
"s1632","2018","November 30, 2020"
"s1633","2019","November 30, 2020"
"s1634","2020","November 30, 2020"
"s1635","2020","November 29, 2020"
"s1636","2020","November 27, 2020"
"s1637","2020","November 27, 2020"
"s1638","2020","November 27, 2020"
"s1639","2020","November 27, 2020"
"s1640","1999","November 27, 2020"
"s1641","2020","November 27, 2020"
"s1642","2020","November 27, 2020"
"s1643","2020","November 27, 2020"
"s1644","2020","November 27, 2020"
"s1645","2018","November 26, 2020"
"s1646","2020","November 26, 2020"
"s1647","2020","November 26, 2020"
"s1648","2017","November 26, 2020"
"s1649","2020","November 25, 2020"
"s1650","2020","November 25, 2020"
"s1651","2020","November 25, 2020"
"s1652","2020","November 25, 2020"
"s1653","2020","November 24, 2020"
"s1654","2020","November 24, 2020"
"s1655","2015","November 24, 2020"
"s1656","2020","November 24, 2020"
"s1657","2020","November 24, 2020"
"s1658","2020","November 24, 2020"
"s1659","2020","November 24, 2020"
"s1660","2020","November 23, 2020"
"s1661","2020","November 23, 2020"
"s1662","2017","November 23, 2020"
"s1663","2018","November 23, 2020"
"s1664","2020","November 22, 2020"
"s1665","2013","November 22, 2020"
"s1666","2019","November 20, 2020"
"s1667","2020","November 20, 2020"
"s1668","2020","November 20, 2020"
"s1669","2019","November 20, 2020"
"s1670","2020","November 20, 2020"
"s1671","2020","November 20, 2020"
"s1672","2020","November 20, 2020"
"s1673","2020","November 20, 2020"
"s1674","2004","November 19, 2020"
"s1675","2011","November 19, 2020"
"s1676","2010","November 19, 2020"
"s1677","2015","November 19, 2020"
"s1678","2010","November 19, 2020"
"s1679","2016","November 19, 2020"
"s1680","2011","November 19, 2020"
"s1681","2016","November 19, 2020"
"s1682","2020","November 19, 2020"
"s1683","2018","November 19, 2020"
"s1684","2009","November 19, 2020"
"s1685","2020","November 18, 2020"
"s1686","2020","November 17, 2020"
"s1687","2020","November 17, 2020"
"s1688","2020","November 17, 2020"
"s1689","2020","November 17, 2020"
"s1690","2016","November 16, 2020"
"s1691","2017","November 16, 2020"
"s1692","2017","November 15, 2020"
"s1693","2013","November 15, 2020"
"s1694","2019","November 15, 2020"
"s1695","2013","November 15, 2020"
"s1696","2018","November 15, 2020"
"s1697","2021","November 15, 2020"
"s1698","2014","November 15, 2020"
"s1699","2020","November 15, 2020"
"s1700","1954","November 15, 2020"
"s1701","2019","November 14, 2020"
"s1702","2019","November 13, 2020"
"s1703","2020","November 13, 2020"
